"org_name";"country";"network_name";"description";"extrainfo";"ip_start";"ip_end";"cidr";"block_size";"link"
"SpaceX Starlink";"Ireland";"STARLINK_42691456_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 42691456 Frntdeu1 Ipv";"145.224.113.0";"145.224.113.63";"145.224.113.0/26";"64";"https://networksdb.io/ips-in-network/145.224.113.0/145.224.113.63"
"SpaceX Starlink";"Slovenia";"STARLINK_70675328_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 70675328 Frntdeu1 Ipv";"145.224.113.64";"145.224.113.127";"145.224.113.64/26";"64";"https://networksdb.io/ips-in-network/145.224.113.64/145.224.113.127"
"SpaceX Starlink";"Sweden";"STARLINK_98877107_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 98877107 Frntdeu1 Ipv";"145.224.113.128";"145.224.113.191";"145.224.113.128/26";"64";"https://networksdb.io/ips-in-network/145.224.113.128/145.224.113.191"
"SpaceX Starlink";"Hungary";"STARLINK_19671936_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 19671936 Frntdeu1 Ipv";"145.224.113.192";"145.224.113.255";"145.224.113.192/26";"64";"https://networksdb.io/ips-in-network/145.224.113.192/145.224.113.255"
"SpaceX Starlink";"Bulgaria";"STARLINK_47513267_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 47513267 Frntdeu1 Ipv";"145.224.114.0";"145.224.114.63";"145.224.114.0/26";"64";"https://networksdb.io/ips-in-network/145.224.114.0/145.224.114.63"
"SpaceX Starlink";"Lithuania";"STARLINK_75443072_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 75443072 Frntdeu1 Ipv";"145.224.114.64";"145.224.114.127";"145.224.114.64/26";"64";"https://networksdb.io/ips-in-network/145.224.114.64/145.224.114.127"
"SpaceX Starlink";"Croatia";"STARLINK_104965402_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 104965402 Frntdeu1 Ipv";"145.224.114.128";"145.224.114.191";"145.224.114.128/26";"64";"https://networksdb.io/ips-in-network/145.224.114.128/145.224.114.191"
"SpaceX Starlink";"Slovakia";"STARLINK_25317863_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 25317863 Frntdeu1 Ipv";"145.224.114.192";"145.224.114.255";"145.224.114.192/26";"64";"https://networksdb.io/ips-in-network/145.224.114.192/145.224.114.255"
"SpaceX Starlink";"Romania";"STARLINK_53213261_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 53213261 Frntdeu1 Ipv";"145.224.115.0";"145.224.115.63";"145.224.115.0/26";"64";"https://networksdb.io/ips-in-network/145.224.115.0/145.224.115.63"
"SpaceX Starlink";"Greece";"STARLINK_80872730_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 80872730 Frntdeu1 Ipv";"145.224.115.64";"145.224.115.127";"145.224.115.64/26";"64";"https://networksdb.io/ips-in-network/145.224.115.64/145.224.115.127"
"SpaceX Starlink";"Switzerland";"STARLINK_1510272_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 1510272 Frntdeu1 Ipv";"145.224.115.128";"145.224.115.191";"145.224.115.128/26";"64";"https://networksdb.io/ips-in-network/145.224.115.128/145.224.115.191"
"SpaceX Starlink";"Switzerland";"STARLINK_29268045_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 29268045 Frntdeu1 Ipv";"145.224.115.192";"145.224.115.255";"145.224.115.192/26";"64";"https://networksdb.io/ips-in-network/145.224.115.192/145.224.115.255"
"SpaceX Starlink";"Egypt";"STARLINK_90339405_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 90339405 Frntdeu1 Ipv";"145.224.119.128";"145.224.119.191";"145.224.119.128/26";"64";"https://networksdb.io/ips-in-network/145.224.119.128/145.224.119.191"
"SpaceX Starlink";"Egypt";"STARLINK_10403507_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 10403507 Frntdeu1 Ipv";"145.224.119.192";"145.224.119.255";"145.224.119.192/26";"64";"https://networksdb.io/ips-in-network/145.224.119.192/145.224.119.255"
"SpaceX Starlink";"Guernsey";"STARLINK_8187_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 8187 Frntdeu1 Ipv";"188.92.251.64";"188.92.251.127";"188.92.251.64/26";"64";"https://networksdb.io/ips-in-network/188.92.251.64/188.92.251.127"
"SpaceX Starlink";"Georgia";"STARLINK_8189_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 8189 Frntdeu1 Ipv";"188.92.251.192";"188.92.251.255";"188.92.251.192/26";"64";"https://networksdb.io/ips-in-network/188.92.251.192/188.92.251.255"
"SpaceX Starlink";"Ukraine";"STARLINK_863719352091050019_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719352091050019 Frntdeu1 Ipv";"209.198.142.128";"209.198.142.191";"209.198.142.128/26";"64";"https://networksdb.io/ips-in-network/209.198.142.128/209.198.142.191"
"SpaceX Starlink";"Ireland";"STARLINK_863719368615198755_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719368615198755 Frntdeu1 Ipv";"209.198.142.192";"209.198.142.255";"209.198.142.192/26";"64";"https://networksdb.io/ips-in-network/209.198.142.192/209.198.142.255"
"SpaceX Starlink";"Slovakia";"STARLINK_863719383322951715_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719383322951715 Frntdeu1 Ipv";"209.198.155.0";"209.198.155.63";"209.198.155.0/26";"64";"https://networksdb.io/ips-in-network/209.198.155.0/209.198.155.63"
"SpaceX Starlink";"Slovenia";"STARLINK_863719397495963683_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719397495963683 Frntdeu1 Ipv";"209.198.155.64";"209.198.155.127";"209.198.155.64/26";"64";"https://networksdb.io/ips-in-network/209.198.155.64/209.198.155.127"
"SpaceX Starlink";"Sweden";"STARLINK_863719412915077155_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719412915077155 Frntdeu1 Ipv";"209.198.155.128";"209.198.155.191";"209.198.155.128/26";"64";"https://networksdb.io/ips-in-network/209.198.155.128/209.198.155.191"
"SpaceX Starlink";"Romania";"STARLINK_863719427038248995_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719427038248995 Frntdeu1 Ipv";"209.198.155.192";"209.198.155.255";"209.198.155.192/26";"64";"https://networksdb.io/ips-in-network/209.198.155.192/209.198.155.255"
"SpaceX Starlink";"Poland";"STARLINK_863719441438244899_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719441438244899 Frntdeu1 Ipv";"209.198.156.0";"209.198.156.63";"209.198.156.0/26";"64";"https://networksdb.io/ips-in-network/209.198.156.0/209.198.156.63"
"SpaceX Starlink";"Norway";"STARLINK_863719457737179171_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719457737179171 Frntdeu1 Ipv";"209.198.156.64";"209.198.156.127";"209.198.156.64/26";"64";"https://networksdb.io/ips-in-network/209.198.156.64/209.198.156.127"
"SpaceX Starlink";"Moldova";"STARLINK_863719473016700963_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719473016700963 Frntdeu1 Ipv";"209.198.156.128";"209.198.156.191";"209.198.156.128/26";"64";"https://networksdb.io/ips-in-network/209.198.156.128/209.198.156.191"
"SpaceX Starlink";"Lithuania";"STARLINK_863719487468404771_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719487468404771 Frntdeu1 Ipv";"209.198.156.192";"209.198.156.255";"209.198.156.192/26";"64";"https://networksdb.io/ips-in-network/209.198.156.192/209.198.156.255"
"SpaceX Starlink";"Hungary";"STARLINK_863719501902905379_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719501902905379 Frntdeu1 Ipv";"209.198.157.0";"209.198.157.63";"209.198.157.0/26";"64";"https://networksdb.io/ips-in-network/209.198.157.0/209.198.157.63"
"SpaceX Starlink";"Croatia";"STARLINK_863719516682125347_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719516682125347 Frntdeu1 Ipv";"209.198.157.64";"209.198.157.127";"209.198.157.64/26";"64";"https://networksdb.io/ips-in-network/209.198.157.64/209.198.157.127"
"SpaceX Starlink";"Bulgaria";"STARLINK_863719531700813859_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719531700813859 Frntdeu1 Ipv";"209.198.157.128";"209.198.157.191";"209.198.157.128/26";"64";"https://networksdb.io/ips-in-network/209.198.157.128/209.198.157.191"
"SpaceX Starlink";"Mayotte";"STARLINK_863719583768084515_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719583768084515 Frntdeu1 Ipv";"209.198.157.192";"209.198.157.255";"209.198.157.192/26";"64";"https://networksdb.io/ips-in-network/209.198.157.192/209.198.157.255"
"SpaceX Starlink";"Serbia";"STARLINK_863719598554972195_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719598554972195 Frntdeu1 Ipv";"209.198.158.0";"209.198.158.63";"209.198.158.0/26";"64";"https://networksdb.io/ips-in-network/209.198.158.0/209.198.158.63"
"SpaceX Starlink";"Reunion Island";"STARLINK_863719613407526947_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719613407526947 Frntdeu1 Ipv";"209.198.158.64";"209.198.158.127";"209.198.158.64/26";"64";"https://networksdb.io/ips-in-network/209.198.158.64/209.198.158.127"
"SpaceX Starlink";"Malta";"STARLINK_863719627952324643_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719627952324643 Frntdeu1 Ipv";"209.198.158.128";"209.198.158.191";"209.198.158.128/26";"64";"https://networksdb.io/ips-in-network/209.198.158.128/209.198.158.191"
"SpaceX Starlink";"Macedonia";"STARLINK_863719642824540195_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719642824540195 Frntdeu1 Ipv";"209.198.158.192";"209.198.158.255";"209.198.158.192/26";"64";"https://networksdb.io/ips-in-network/209.198.158.192/209.198.158.255"
"SpaceX Starlink";"Latvia";"STARLINK_863719657068953635_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719657068953635 Frntdeu1 Ipv";"209.198.159.0";"209.198.159.63";"209.198.159.0/26";"64";"https://networksdb.io/ips-in-network/209.198.159.0/209.198.159.63"
"SpaceX Starlink";"Luxembourg";"STARLINK_863719670933651491_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719670933651491 Frntdeu1 Ipv";"209.198.159.64";"209.198.159.127";"209.198.159.64/26";"64";"https://networksdb.io/ips-in-network/209.198.159.64/209.198.159.127"
"SpaceX Starlink";"Iceland";"STARLINK_863719687050625059_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719687050625059 Frntdeu1 Ipv";"209.198.159.128";"209.198.159.191";"209.198.159.128/26";"64";"https://networksdb.io/ips-in-network/209.198.159.128/209.198.159.191"
"SpaceX Starlink";"Georgia";"STARLINK_863719702680829987_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719702680829987 Frntdeu1 Ipv";"209.198.159.192";"209.198.159.255";"209.198.159.192/26";"64";"https://networksdb.io/ips-in-network/209.198.159.192/209.198.159.255"
"SpaceX Starlink";"Finland";"STARLINK_863719718580650019_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719718580650019 Frntdeu1 Ipv";"216.128.1.0";"216.128.1.63";"216.128.1.0/26";"64";"https://networksdb.io/ips-in-network/216.128.1.0/216.128.1.63"
"SpaceX Starlink";"Estonia";"STARLINK_863719733719793699_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719733719793699 Frntdeu1 Ipv";"216.128.1.64";"216.128.1.127";"216.128.1.64/26";"64";"https://networksdb.io/ips-in-network/216.128.1.64/216.128.1.127"
"SpaceX Starlink";"Albania";"STARLINK_863719749819138083_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 863719749819138083 Frntdeu1 Ipv";"216.128.1.128";"216.128.1.191";"216.128.1.128/26";"64";"https://networksdb.io/ips-in-network/216.128.1.128/216.128.1.191"
"SpaceX Starlink";"Cyprus";"STARLINK_867420064389103660_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 867420064389103660 Frntdeu1 Ipv";"216.128.5.128";"216.128.5.191";"216.128.5.128/26";"64";"https://networksdb.io/ips-in-network/216.128.5.128/216.128.5.191"
"SpaceX Starlink";"Cyprus";"STARLINK_867420068622204972_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 867420068622204972 Frntdeu1 Ipv";"216.128.5.192";"216.128.5.255";"216.128.5.192/26";"64";"https://networksdb.io/ips-in-network/216.128.5.192/216.128.5.255"
"SpaceX Starlink";"Guernsey";"STARLINK_10559_LNDNGBR1_IPV4";"SpaceX Starlink";"Starlink 10559 Lndngbr1 Ipv";"188.92.255.192";"188.92.255.255";"188.92.255.192/26";"64";"https://networksdb.io/ips-in-network/188.92.255.192/188.92.255.255"
"SpaceX Starlink";"Qatar";"STARLINK_887489343432359987_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 887489343432359987 Frntdeu1 Ipv";"216.128.8.0";"216.128.8.63";"216.128.8.0/26";"64";"https://networksdb.io/ips-in-network/216.128.8.0/216.128.8.63"
"SpaceX Starlink";"Qatar";"STARLINK_887489348162453555_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 887489348162453555 Frntdeu1 Ipv";"216.128.8.64";"216.128.8.127";"216.128.8.64/26";"64";"https://networksdb.io/ips-in-network/216.128.8.64/216.128.8.127"
"SpaceX Starlink";"Azerbaijan";"STARLINK_907614823633387574_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 907614823633387574 Frntdeu1 Ipv";"216.128.8.128";"216.128.8.191";"216.128.8.128/26";"64";"https://networksdb.io/ips-in-network/216.128.8.128/216.128.8.191"
"SpaceX Starlink";"Azerbaijan";"STARLINK_907615020640763959_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 907615020640763959 Frntdeu1 Ipv";"216.128.8.192";"216.128.8.255";"216.128.8.192/26";"64";"https://networksdb.io/ips-in-network/216.128.8.192/216.128.8.255"
"SpaceX Starlink";"Kazakhstan";"STARLINK_919286612256161829_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 919286612256161829 Frntdeu1 Ipv";"216.128.9.128";"216.128.9.191";"216.128.9.128/26";"64";"https://networksdb.io/ips-in-network/216.128.9.128/216.128.9.191"
"SpaceX Starlink";"Kazakhstan";"STARLINK_919286811699937332_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 919286811699937332 Frntdeu1 Ipv";"216.128.9.192";"216.128.9.255";"216.128.9.192/26";"64";"https://networksdb.io/ips-in-network/216.128.9.192/216.128.9.255"
"SpaceX Starlink";"Palestine";"STARLINK_921219629168197685_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 921219629168197685 Frntdeu1 Ipv";"216.128.21.0";"216.128.21.63";"216.128.21.0/26";"64";"https://networksdb.io/ips-in-network/216.128.21.0/216.128.21.63"
"SpaceX Starlink";"Palestine";"STARLINK_921219776956465205_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 921219776956465205 Frntdeu1 Ipv";"216.128.21.64";"216.128.21.127";"216.128.21.64/26";"64";"https://networksdb.io/ips-in-network/216.128.21.64/216.128.21.127"
"SpaceX Starlink";"Cyprus";"STARLINK_943902592214663243_FRNTDEU1_IPV4";"SpaceX Starlink";"Starlink 943902592214663243 Frntdeu1 Ipv";"216.128.1.192";"216.128.1.255";"216.128.1.192/26";"64";"https://networksdb.io/ips-in-network/216.128.1.192/216.128.1.255"
"SpaceX Starlink";"Iceland";"STARLINK_949052004053483596_LNDNGBR1_IPV4";"SpaceX Starlink";"Starlink 949052004053483596 Lndngbr1 Ipv";"216.128.13.128";"216.128.13.191";"216.128.13.128/26";"64";"https://networksdb.io/ips-in-network/216.128.13.128/216.128.13.191"
"SpaceX Starlink";"Iceland";"STARLINK_949052017799004222_LNDNGBR1_IPV4";"SpaceX Starlink";"Starlink 949052017799004222 Lndngbr1 Ipv";"216.128.13.192";"216.128.13.255";"216.128.13.192/26";"64";"https://networksdb.io/ips-in-network/216.128.13.192/216.128.13.255"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD3";"SpaceX Starlink";"Starlink Mc Syd";"103.152.126.64";"103.152.126.95";"103.152.126.64/27";"32";"https://networksdb.io/ips-in-network/103.152.126.64/103.152.126.95"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD6";"SpaceX Starlink";"Starlink Mc Syd";"103.152.127.64";"103.152.127.95";"103.152.127.64/27";"32";"https://networksdb.io/ips-in-network/103.152.127.64/103.152.127.95"
"SpaceX Starlink";"New Zealand";"STARLINK-MC-SYD-NZ1";"SpaceX Starlink";"Starlink Mc Syd Nz";"103.152.126.96";"103.152.126.127";"103.152.126.96/27";"32";"https://networksdb.io/ips-in-network/103.152.126.96/103.152.126.127"
"SpaceX Starlink";"New Zealand";"STARLINK-MC-SYD-NZ2";"SpaceX Starlink";"Starlink Mc Syd Nz";"103.152.127.96";"103.152.127.127";"103.152.127.96/27";"32";"https://networksdb.io/ips-in-network/103.152.127.96/103.152.127.127"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD1";"SpaceX Starlink";"Starlink Mc Syd";"103.152.126.0";"103.152.126.31";"103.152.126.0/27";"32";"https://networksdb.io/ips-in-network/103.152.126.0/103.152.126.31"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD2";"SpaceX Starlink";"Starlink Mc Syd";"103.152.126.32";"103.152.126.63";"103.152.126.32/27";"32";"https://networksdb.io/ips-in-network/103.152.126.32/103.152.126.63"
"SpaceX Starlink";"New Zealand";"STARLINK-MC-SYD-NZ3";"SpaceX Starlink";"Starlink Mc Syd Nz";"103.152.126.128";"103.152.126.159";"103.152.126.128/27";"32";"https://networksdb.io/ips-in-network/103.152.126.128/103.152.126.159"
"SpaceX Starlink";"New Zealand";"STARLINK-MC-SYD-NZ4";"SpaceX Starlink";"Starlink Mc Syd Nz";"103.152.126.160";"103.152.126.191";"103.152.126.160/27";"32";"https://networksdb.io/ips-in-network/103.152.126.160/103.152.126.191"
"SpaceX Starlink";"New Zealand";"STARLINK-MC-SYD-NZ5";"SpaceX Starlink";"Starlink Mc Syd Nz";"103.152.127.128";"103.152.127.159";"103.152.127.128/27";"32";"https://networksdb.io/ips-in-network/103.152.127.128/103.152.127.159"
"SpaceX Starlink";"New Zealand";"STARLINK-MC-SYD-NZ6";"SpaceX Starlink";"Starlink Mc Syd Nz";"103.152.127.160";"103.152.127.191";"103.152.127.160/27";"32";"https://networksdb.io/ips-in-network/103.152.127.160/103.152.127.191"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD4";"SpaceX Starlink";"Starlink Mc Syd";"103.152.127.0";"103.152.127.31";"103.152.127.0/27";"32";"https://networksdb.io/ips-in-network/103.152.127.0/103.152.127.31"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD5";"SpaceX Starlink";"Starlink Mc Syd";"103.152.127.32";"103.152.127.63";"103.152.127.32/27";"32";"https://networksdb.io/ips-in-network/103.152.127.32/103.152.127.63"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD7";"SpaceX Starlink";"Starlink Mc Syd";"103.152.126.192";"103.152.126.223";"103.152.126.192/27";"32";"https://networksdb.io/ips-in-network/103.152.126.192/103.152.126.223"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD8";"SpaceX Starlink";"Starlink Mc Syd";"103.152.126.224";"103.152.126.255";"103.152.126.224/27";"32";"https://networksdb.io/ips-in-network/103.152.126.224/103.152.126.255"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD9";"SpaceX Starlink";"Starlink Mc Syd";"103.152.127.192";"103.152.127.223";"103.152.127.192/27";"32";"https://networksdb.io/ips-in-network/103.152.127.192/103.152.127.223"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD_10";"SpaceX Starlink";"Starlink Mc Syd";"103.152.127.224";"103.152.127.255";"103.152.127.224/27";"32";"https://networksdb.io/ips-in-network/103.152.127.224/103.152.127.255"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD3_POOL0";"SpaceX Starlink";"Starlink Mc Syd3 Pool";"206.83.127.0";"206.83.127.31";"206.83.127.0/27";"32";"https://networksdb.io/ips-in-network/206.83.127.0/206.83.127.31"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD3_POOL1";"SpaceX Starlink";"Starlink Mc Syd3 Pool";"206.83.127.32";"206.83.127.63";"206.83.127.32/27";"32";"https://networksdb.io/ips-in-network/206.83.127.32/206.83.127.63"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD3_POOL2";"SpaceX Starlink";"Starlink Mc Syd3 Pool";"206.83.127.64";"206.83.127.95";"206.83.127.64/27";"32";"https://networksdb.io/ips-in-network/206.83.127.64/206.83.127.95"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD3_POOL3";"SpaceX Starlink";"Starlink Mc Syd3 Pool";"206.83.127.96";"206.83.127.127";"206.83.127.96/27";"32";"https://networksdb.io/ips-in-network/206.83.127.96/206.83.127.127"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD3_POOL4";"SpaceX Starlink";"Starlink Mc Syd3 Pool";"206.83.127.128";"206.83.127.159";"206.83.127.128/27";"32";"https://networksdb.io/ips-in-network/206.83.127.128/206.83.127.159"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD3_POOL5";"SpaceX Starlink";"Starlink Mc Syd3 Pool";"206.83.127.160";"206.83.127.191";"206.83.127.160/27";"32";"https://networksdb.io/ips-in-network/206.83.127.160/206.83.127.191"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD3_POOL6";"SpaceX Starlink";"Starlink Mc Syd3 Pool";"206.83.127.192";"206.83.127.223";"206.83.127.192/27";"32";"https://networksdb.io/ips-in-network/206.83.127.192/206.83.127.223"
"SpaceX Starlink";"Australia";"STARLINK-MC-SYD3_POOL7";"SpaceX Starlink";"Starlink Mc Syd3 Pool";"206.83.127.224";"206.83.127.255";"206.83.127.224/27";"32";"https://networksdb.io/ips-in-network/206.83.127.224/206.83.127.255"
"SpaceX Starlink";"Ireland";"STARLINK_5320_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5320 Mdrdesp1 Ipv";"145.224.92.0";"145.224.92.31";"145.224.92.0/27";"32";"https://networksdb.io/ips-in-network/145.224.92.0/145.224.92.31"
"SpaceX Starlink";"Ireland";"STARLINK_5321_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5321 Mdrdesp1 Ipv";"145.224.92.32";"145.224.92.63";"145.224.92.32/27";"32";"https://networksdb.io/ips-in-network/145.224.92.32/145.224.92.63"
"SpaceX Starlink";"France";"STARLINK_5322_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5322 Mdrdesp1 Ipv";"145.224.92.64";"145.224.92.95";"145.224.92.64/27";"32";"https://networksdb.io/ips-in-network/145.224.92.64/145.224.92.95"
"SpaceX Starlink";"France";"STARLINK_5323_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5323 Mdrdesp1 Ipv";"145.224.92.96";"145.224.92.127";"145.224.92.96/27";"32";"https://networksdb.io/ips-in-network/145.224.92.96/145.224.92.127"
"SpaceX Starlink";"Greece";"STARLINK_5324_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5324 Mdrdesp1 Ipv";"145.224.92.128";"145.224.92.159";"145.224.92.128/27";"32";"https://networksdb.io/ips-in-network/145.224.92.128/145.224.92.159"
"SpaceX Starlink";"Greece";"STARLINK_5325_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5325 Mdrdesp1 Ipv";"145.224.92.160";"145.224.92.191";"145.224.92.160/27";"32";"https://networksdb.io/ips-in-network/145.224.92.160/145.224.92.191"
"SpaceX Starlink";"Egypt";"STARLINK_5326_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5326 Mdrdesp1 Ipv";"145.224.92.192";"145.224.92.223";"145.224.92.192/27";"32";"https://networksdb.io/ips-in-network/145.224.92.192/145.224.92.223"
"SpaceX Starlink";"Egypt";"STARLINK_5327_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5327 Mdrdesp1 Ipv";"145.224.92.224";"145.224.92.255";"145.224.92.224/27";"32";"https://networksdb.io/ips-in-network/145.224.92.224/145.224.92.255"
"SpaceX Starlink";"Czech Republic";"STARLINK_5328_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5328 Mdrdesp1 Ipv";"145.224.93.0";"145.224.93.31";"145.224.93.0/27";"32";"https://networksdb.io/ips-in-network/145.224.93.0/145.224.93.31"
"SpaceX Starlink";"Czech Republic";"STARLINK_5329_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5329 Mdrdesp1 Ipv";"145.224.93.32";"145.224.93.63";"145.224.93.32/27";"32";"https://networksdb.io/ips-in-network/145.224.93.32/145.224.93.63"
"SpaceX Starlink";"Switzerland";"STARLINK_5330_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5330 Mdrdesp1 Ipv";"145.224.93.64";"145.224.93.95";"145.224.93.64/27";"32";"https://networksdb.io/ips-in-network/145.224.93.64/145.224.93.95"
"SpaceX Starlink";"Switzerland";"STARLINK_5331_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5331 Mdrdesp1 Ipv";"145.224.93.96";"145.224.93.127";"145.224.93.96/27";"32";"https://networksdb.io/ips-in-network/145.224.93.96/145.224.93.127"
"SpaceX Starlink";"Germany";"STARLINK_5332_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5332 Mdrdesp1 Ipv";"145.224.93.128";"145.224.93.159";"145.224.93.128/27";"32";"https://networksdb.io/ips-in-network/145.224.93.128/145.224.93.159"
"SpaceX Starlink";"Germany";"STARLINK_5333_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5333 Mdrdesp1 Ipv";"145.224.93.160";"145.224.93.191";"145.224.93.160/27";"32";"https://networksdb.io/ips-in-network/145.224.93.160/145.224.93.191"
"SpaceX Starlink";"Netherlands";"STARLINK_5334_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5334 Mdrdesp1 Ipv";"145.224.93.192";"145.224.93.223";"145.224.93.192/27";"32";"https://networksdb.io/ips-in-network/145.224.93.192/145.224.93.223"
"SpaceX Starlink";"Netherlands";"STARLINK_5335_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5335 Mdrdesp1 Ipv";"145.224.93.224";"145.224.93.255";"145.224.93.224/27";"32";"https://networksdb.io/ips-in-network/145.224.93.224/145.224.93.255"
"SpaceX Starlink";"France";"STARLINK_5338_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5338 Mdrdesp1 Ipv";"145.224.125.0";"145.224.125.31";"145.224.125.0/27";"32";"https://networksdb.io/ips-in-network/145.224.125.0/145.224.125.31"
"SpaceX Starlink";"France";"STARLINK_5339_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5339 Mdrdesp1 Ipv";"145.224.125.32";"145.224.125.63";"145.224.125.32/27";"32";"https://networksdb.io/ips-in-network/145.224.125.32/145.224.125.63"
"SpaceX Starlink";"France";"STARLINK_5340_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5340 Mdrdesp1 Ipv";"145.224.125.64";"145.224.125.95";"145.224.125.64/27";"32";"https://networksdb.io/ips-in-network/145.224.125.64/145.224.125.95"
"SpaceX Starlink";"France";"STARLINK_5341_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5341 Mdrdesp1 Ipv";"145.224.125.96";"145.224.125.127";"145.224.125.96/27";"32";"https://networksdb.io/ips-in-network/145.224.125.96/145.224.125.127"
